Precio (dolares),Número de Habitaciones,Piso,Barrio
575015,5,19,17
602280,3,8,5
206855,1,8,12
69778,4,17,17
865181,5,11,15
727577,3,10,4
477936,3,19,22
70970,1,9,16
963855,1,17,1
378815,5,3,39
880547,4,6,39
371861,3,20,29
964668,5,7,38
220771,1,15,23
572855,3,3,40
180095,2,14,15
143800,4,19,9
131518,5,16,31
342575,5,18,12
816738,4,10,2
998925,4,4,17
773392,4,20,39
847429,3,14,30
605966,2,9,3
506077,2,8,21
95262,2,20,15
944871,1,20,24
879420,2,5,8
933308,1,7,10
454357,5,10,29
874854,3,9,10
963771,5,13,25
219518,2,7,34
85345,1,19,45
184798,1,15,39
186043,3,6,9
299240,5,18,41
777656,4,18,34
26056,1,6,15
992617,5,13,5
134250,3,5,12
696047,2,19,7
334554,3,14,27
224633,5,15,36
559637,2,3,4
450719,5,9,45
481294,3,10,28
84876,1,17,23
264609,1,13,14
589808,5,5,18
377081,4,12,11
865163,5,8,38
597734,2,11,26
73685,1,3,36
834749,4,2,17
354471,2,17,2
439113,2,7,34
897673,4,17,11
466230,3,1,32
660398,4,16,33
179450,4,11,4
258268,1,6,4
695833,4,5,19
234741,1,4,38
728941,5,1,5
871058,3,20,45
893868,2,7,43
276748,1,9,41
489241,2,17,23
479415,2,3,46
897669,5,15,32
100105,1,14,8
285728,1,13,13
842591,4,18,25
116086,4,4,8
739398,1,14,6
772316,2,10,8
306162,1,19,19
448201,4,12,18
632547,2,10,14
385834,3,5,29
908468,3,13,21
377163,2,9,12
509654,4,1,41
155067,2,13,16
574491,5,10,1
654384,5,9,7
306364,5,12,44
129915,3,20,24
73744,2,17,12
458300,5,9,40
550332,5,11,18
715853,5,13,32
440621,3,16,41
736603,1,9,1
199628,4,7,21
718283,3,1,34
36138,3,8,35
348358,4,13,44
631121,2,7,12
563595,3,6,4
686693,4,10,11
583680,1,4,40
589060,4,11,35
301320,3,9,19
433989,3,9,16
533452,2,4,3
156728,1,5,24
437372,2,19,15
243119,1,19,29
342600,2,18,24
44237,3,12,48
46096,3,5,26
668790,4,3,9
694066,4,3,35
661773,3,11,35
74837,5,13,39
240151,4,20,14
555898,2,16,28
724045,2,7,47
123412,4,15,41
910032,1,10,36
299684,4,17,39
477507,3,10,14
355928,1,5,47
353008,1,6,22
511452,1,10,15
562839,4,11,23
210534,2,12,20
223205,2,13,6
734580,2,13,25
368730,1,9,19
667182,3,14,1
658816,1,18,10
864750,2,13,10
247755,2,7,31
188112,2,7,31
705401,3,4,48
215894,4,4,19
450841,3,2,32
777333,5,4,33
958334,5,18,26
421758,5,9,3
913357,4,9,46
822909,4,15,14
317205,1,20,27
276172,5,12,21
687248,4,10,28
514211,1,15,23
196194,5,15,32
416555,4,16,7
146152,5,5,9
874998,3,4,3
496702,4,8,30
88670,1,12,42
910026,5,1,43
207806,1,14,46
598543,3,17,8
841756,4,12,10
882722,2,1,21
82514,1,13,39
598379,2,12,28
460801,5,4,22
76148,5,11,12
258957,3,16,31
432427,4,9,35
560491,3,6,22
269324,2,11,41
417641,5,4,39
317629,1,16,33
218915,4,10,16
492363,4,2,6
204084,3,14,41
757653,3,7,36
820529,3,6,37
868929,5,16,35
220401,3,1,47
549477,4,1,22
682746,1,17,41
761449,1,2,23
983268,5,8,10
948828,5,14,30
32800,4,15,2
385239,4,19,41
726202,4,17,16
490067,5,4,27
732352,1,6,35
580047,5,20,5
540613,5,12,18
758870,1,6,35
435057,1,16,23
242717,5,13,22
139976,3,20,40
38439,3,5,47
465358,3,16,20
913072,5,5,27
243812,4,10,19
320627,1,17,31
670015,4,13,49
730806,2,1,15
642372,4,17,23
701229,3,3,46
337881,3,13,7
831275,2,12,12
836125,5,19,30
696226,2,13,17
396949,3,17,36
743763,1,5,2
459686,5,4,8
681412,2,3,48
425463,1,14,17
21793,1,10,8
797751,4,2,33
775525,3,2,39
319989,5,20,12
93063,2,14,5
379407,4,7,1
59672,4,14,37
341492,1,7,41
42335,2,19,19
721708,4,19,42
949363,1,10,38
704155,1,6,15
307116,4,7,2
513787,1,12,9
574953,5,8,10
626677,2,9,36
386604,1,14,50
824123,1,10,25
31294,3,7,11
880035,4,12,38
768013,4,16,24
794441,5,18,5
162970,5,10,7
599970,4,8,38
361383,5,15,47
205354,5,15,32
765226,1,20,11
138474,1,9,15
629619,2,14,23
852331,4,20,43
987010,1,7,18
693462,3,4,33
350049,1,5,35
589900,2,10,37
109085,3,7,48
467299,5,10,29
537065,4,3,33
905995,5,8,20
434416,2,18,21
755401,1,20,40
796482,3,7,49
985215,5,2,1
53320,2,5,19
837962,1,12,24
487506,2,10,26
509986,4,19,21
991528,1,3,33
951616,3,2,48
198994,4,13,49
367419,1,8,20
204421,2,8,37
936913,2,3,29
135916,5,13,45
438074,4,19,40
591498,4,17,6
745697,5,19,26
93610,3,20,35
934519,1,15,19
851959,2,6,19
240342,4,11,4
709466,4,15,39
239998,2,13,34
744926,3,19,12
190743,5,2,41
931259,5,6,31
422842,5,18,48
691141,4,4,42
614532,4,9,48
256372,2,16,20
599890,4,9,37
165584,5,17,34
964075,5,18,7
546222,2,16,9
860294,1,20,8
48378,5,8,35
316112,2,6,6
328433,4,2,49
498651,5,12,4
909092,1,17,11
503088,1,2,43
578195,2,2,49
973309,5,14,43
143926,1,10,25
365884,2,10,48
278816,4,12,48
668514,2,11,48
948507,1,4,14
53031,1,6,26
837404,4,11,10
314319,5,15,32
326796,1,5,24
385300,1,10,46
102060,4,11,43
701570,1,10,13
719444,5,2,33
578357,3,8,47
360905,5,11,23
161678,1,4,7
223531,2,20,11
627418,5,15,21
120824,1,17,8
347135,2,19,33
679991,4,13,4
275715,4,1,43
777605,4,4,29
93281,2,12,13
680571,1,19,5
972023,4,1,3
211489,4,1,20
273514,5,11,38
951166,1,17,48
549042,1,6,42
256006,1,5,44
473293,5,8,30
560902,1,5,28
745876,5,15,24
568405,2,19,22
693511,5,6,22
136985,1,19,12
20594,4,1,2
468094,5,12,17
280412,1,11,30
114392,4,11,43
755898,5,10,9
163349,1,11,36
595846,1,18,43
788770,3,2,47
542133,5,9,27
74844,3,18,47
95582,2,16,42
915582,4,18,31
743427,1,10,27
643113,5,6,47
838170,1,7,27
996216,1,3,2
859362,3,9,40
351215,5,19,21
961508,4,1,39
759703,2,6,40
400742,3,12,23
672453,1,18,3
150116,2,1,23
503805,3,10,46
833660,4,12,9
189028,4,13,14
578996,5,4,50
842916,1,5,25
988868,2,19,11
888325,3,8,13
207180,4,6,35
561137,2,12,17
937275,1,11,42
133927,5,6,29
543711,2,8,21
779343,4,16,26
715043,5,13,15
626727,4,15,13
42782,5,2,1
84161,3,4,45
855322,5,1,12
676032,3,18,14
92964,3,1,24
282730,3,19,6
290865,3,5,20
681173,5,2,49
789944,4,18,45
411034,2,18,24
937822,3,12,48
653303,3,13,33
295314,3,13,8
573307,1,18,12
299687,3,7,35
550393,3,16,24
244215,1,4,39
35819,3,18,26
970822,3,18,34
746705,4,17,48
327186,4,14,26
488495,2,7,47
602576,1,14,18
346281,5,6,12
779485,4,16,37
860725,4,15,8
388995,1,5,18
31083,4,20,48
163313,4,17,5
182076,3,14,6
594316,5,5,19
30173,1,19,22
676384,4,9,12
814436,4,5,45
649853,1,20,29
275060,5,8,3
247479,5,11,22
251587,5,6,39
681467,2,13,3
164133,2,6,32
809808,3,19,47
896005,1,11,34
856234,2,15,3
317484,4,20,50
316649,4,8,21
845784,4,17,20
253067,3,1,17
431513,3,16,2
257880,4,9,17
86543,1,15,26
137912,2,7,18
630225,5,1,34
911543,3,14,34
577736,5,5,28
907885,4,9,17
151096,5,6,3
682913,3,5,4
619069,5,5,35
89509,5,7,25
885806,3,3,12
767926,3,7,28
380451,1,19,17
840227,3,6,40
365818,1,3,44
910696,1,13,8
343239,2,12,11
950026,4,10,43
399792,4,14,42
540283,1,6,48
169373,2,4,11
957770,4,9,46
906064,3,20,10
68183,5,14,36
284197,5,11,13
279229,2,16,16
277133,5,3,13
623008,2,3,33
378843,3,2,31
774499,1,14,3
568626,2,9,44
567961,3,17,9
771762,5,2,14
126819,1,7,4
233886,2,8,42
596869,4,13,14
850430,4,3,33
954496,3,12,24
934889,2,2,41
911899,3,2,38
139510,5,12,5
593021,2,18,50
307371,4,3,3
464626,4,17,36
292407,5,6,23
156356,5,14,10
918454,1,4,18
282574,4,10,7
830089,3,8,20
359943,3,15,32
252130,4,10,39
644794,4,6,8
387813,5,17,33
450021,3,17,43
526113,5,6,3
345446,1,10,33
653664,3,20,3
728758,3,20,50
292800,2,18,47
983249,5,20,3
640954,4,16,11
432918,4,17,15
843916,2,5,37
873317,1,20,8
994091,5,8,14
506627,4,11,21
648178,5,1,17
908891,2,13,42
773568,1,7,19
434014,2,7,47
118352,2,11,18
98828,5,4,14
466978,5,3,10
198574,5,13,36
955560,5,9,31
475856,3,1,16
799588,2,20,15
216775,1,4,3
567372,2,20,22
581052,2,5,12
534984,4,10,15
839194,5,18,21
952204,5,15,49
851283,2,11,49
273347,1,16,31
830574,4,7,20
579324,5,15,11
279529,1,17,42
143303,4,12,44
842984,1,1,14
34710,1,4,44
561122,1,19,35
985436,5,3,6
553944,5,13,28
844789,3,1,20
800648,5,11,34
738373,5,11,1
147440,1,17,10
707425,5,16,44
754643,2,14,47
610000,3,9,7
803857,2,12,34
904013,3,19,14
784821,5,16,49
110025,5,2,41
258934,4,6,44
236163,5,3,48
39269,5,4,7
263767,4,4,35
960730,1,18,46
680460,3,15,12
74213,1,5,9
578394,5,2,35
490443,3,12,24
802469,4,11,34
166604,1,1,22
288456,4,2,31
824362,1,6,13
154723,4,15,33
662808,5,1,6
540891,2,13,29
115231,1,1,1
533938,1,15,1
150231,5,8,27
712485,2,20,5
744782,1,14,49
30407,5,15,5
33774,4,5,31
54075,2,18,30
354629,3,12,28
799901,5,8,4
369106,3,8,25
39515,2,17,21
657438,5,9,10
632913,5,17,43
737264,3,15,39
589512,1,9,10
148973,2,17,14
908489,4,15,11
229031,3,20,23
690216,5,13,50
787754,2,4,49
862314,3,2,14
258417,1,11,33
719895,5,3,26
391551,1,20,23
408674,5,1,3
410815,4,10,17
616035,1,7,11
23530,2,1,32
706857,4,1,14
392854,1,6,43
828484,2,2,17
433690,1,19,20
572634,3,18,14
791021,4,3,10
557975,5,8,47
616290,1,20,38
965631,1,5,42
355476,1,18,15
771683,1,16,15
862777,3,7,3
141953,1,12,46
164787,2,8,36
660165,4,18,9
619909,5,19,19
526767,5,8,15
29587,1,1,40
536259,3,7,25
90788,5,1,7
171145,2,8,38
146067,3,8,42
539626,1,15,12
697801,4,16,40
655147,3,10,8
694315,4,10,3
40376,2,17,11
546269,3,8,3
305689,2,11,6
263271,1,18,40
135135,4,9,1
880974,3,12,30
357721,1,5,2
611698,3,4,18
810538,1,11,50
921429,2,3,29
289090,5,20,16
880331,1,13,31
960524,3,15,19
526030,3,15,28
109114,3,18,11
975210,3,2,17
713328,4,10,18
864348,2,10,13
641028,1,3,7
675593,4,20,33
227874,3,13,33
220991,1,13,14
120134,4,6,24
66217,2,7,4
985331,3,10,49
615648,1,12,27
831011,3,7,49
581398,3,12,32
291486,3,5,18
20713,3,20,46
811189,1,9,28
570511,5,10,10
829035,5,4,36
931433,3,3,41
950343,3,2,5
553088,3,14,4
271582,3,9,50
186799,4,19,48
604024,2,20,25
354946,2,7,37
750918,5,4,42
146150,1,18,11
752291,4,7,33
595907,1,6,10
787637,1,12,43
252080,4,18,43
876419,1,10,25
634874,2,11,4
445989,3,18,23
303830,5,1,37
956344,2,17,22
159922,1,3,8
235018,3,7,35
908067,4,5,45
969637,4,5,21
372342,4,12,42
91998,1,9,9
559968,4,12,48
764073,3,12,5
125490,4,16,27
718043,1,15,26
315725,5,17,41
359486,4,5,1
480400,4,1,43
524841,3,19,8
894514,4,11,11
251465,5,6,7
717467,4,6,16
880004,4,2,30
860426,5,16,18
725899,4,14,9
863592,1,14,36
557627,1,8,32
44948,1,15,34
69855,1,13,15
348815,5,5,10
185374,2,18,27
358784,5,12,15
485443,1,4,42
647110,1,1,34
765779,2,6,10
598863,4,1,25
750492,3,12,24
134687,5,1,35
238768,3,18,14
355452,3,7,29
778375,2,15,21
321887,5,5,12
459940,1,20,21
653433,2,9,17
153403,5,12,4
997911,5,15,19
159192,2,5,17
871872,5,4,20
451853,1,3,49
765694,5,2,19
567633,3,10,25
486118,5,12,35
498356,1,6,25
38948,5,7,7
193203,2,10,4
125136,1,3,12
524980,5,9,20
473373,5,16,35
58829,2,18,37
366378,2,13,8
703403,2,13,32
989634,1,16,27
184754,4,19,35
994633,4,5,29
934140,5,16,33
610200,5,9,44
945138,5,2,48
160992,2,15,9
706322,4,19,3
921131,4,17,36
603832,5,4,17
352937,3,5,46
662098,4,1,13
512995,3,20,47
191525,5,16,2
691431,5,17,13
34495,3,2,32
190306,2,8,48
475060,4,16,40
549212,3,4,31
405753,4,20,32
769822,4,11,23
400823,5,5,31
159731,4,1,4
132054,5,11,44
429279,1,3,22
451295,5,5,37
257586,3,16,34
462301,1,10,29
384292,2,4,48
251819,4,20,7
50585,5,9,42
614673,3,2,16
520620,4,3,5
551225,1,5,7
155044,3,20,19
609369,3,2,46
472118,1,12,22
830330,1,17,37
941051,3,6,16
380186,3,4,38
895342,5,20,27
911548,5,15,14
688920,1,5,34
307664,1,4,24
226062,1,20,45
607266,1,13,17
590577,5,16,15
755499,3,7,34
610002,1,8,12
562657,5,2,48
900169,3,14,16
102853,2,16,36
440765,4,15,1
574075,1,3,16
36287,2,2,23
452998,5,8,25
866424,1,2,19
812256,2,20,48
893304,5,13,21
85234,4,5,48
133145,5,11,46
529299,3,10,45
28472,5,10,6
765717,2,2,36
333421,3,2,3
704251,4,14,5
32379,1,17,35
118813,1,5,26
143456,5,20,44
557448,5,18,33
876945,1,14,21
396484,3,6,50
943257,5,16,32
753917,5,13,45
867321,5,19,25
996823,5,19,17
360373,3,12,9
391005,5,20,28
633179,5,2,10
274847,1,3,29
463453,3,15,32
141706,1,8,5
366745,3,2,32
304856,5,4,33
773609,4,7,42
390933,1,8,33
246790,2,4,25
45453,3,7,16
673449,4,19,5
404690,4,18,9
992190,1,6,12
130079,5,7,17
970406,2,15,39
987701,4,5,45
655858,3,2,46
392921,2,17,41
948038,5,18,1
652553,5,4,19
791574,5,17,22
762616,4,20,44
284346,1,5,13
244404,4,8,41
906355,2,18,34
900188,4,9,36
700353,5,5,24
333611,1,2,20
695191,5,17,15
660603,1,18,14
234075,2,7,14
302051,4,11,39
639065,5,17,39
565040,5,14,5
736530,3,6,1
978383,5,11,44
584698,3,18,26
971297,3,12,27
954656,2,8,27
566507,2,17,24
203172,2,3,39
162558,3,4,35
425083,4,19,10
201751,1,8,10
446257,1,6,36
312643,5,3,18
58799,1,4,36
68464,4,5,25
825135,5,15,31
621451,4,1,49
107885,2,18,26
321334,4,11,50
299285,2,14,10
158598,1,20,12
89704,4,17,10
655667,2,5,40
810267,1,13,41
504642,3,2,35
364921,4,4,45
923068,5,16,44
175476,1,10,4
271423,4,12,26
620086,1,13,37
522697,1,12,4
830439,5,19,10
932053,4,13,22
809422,4,8,28
90118,4,2,1
640851,4,5,4
517657,3,18,1
24924,1,19,28
811654,1,18,7
162581,1,18,1
780850,1,17,23
104571,3,10,36
131597,1,4,34
752076,1,19,45
356483,3,10,43
730330,3,12,17
130852,3,15,17
353912,3,1,17
859102,4,16,23
65516,2,17,2
939211,5,19,40
668716,2,13,20
509282,4,14,33
722955,5,3,36
84780,1,2,30
195277,2,5,48
218418,5,3,34
351950,3,7,8
402514,1,13,19
958382,4,20,34
607613,3,6,34
742475,3,18,10
239921,1,4,50
501822,3,14,32
480175,1,9,31
108798,3,3,19
140191,2,5,6
239490,3,16,19
229893,2,6,23
825822,4,14,24
963143,3,12,7
706453,1,20,38
762311,3,7,33
362275,4,5,16
119596,5,18,10
569778,5,5,47
183987,1,12,32
286833,3,15,15
99075,3,18,5
642387,5,3,50
850719,2,16,40
682501,3,14,12
377276,4,5,44
154846,2,3,32
816211,2,20,24
420600,2,11,25
342912,5,11,3
937250,1,3,30
163871,5,11,1
74039,4,5,26
720148,2,15,22
649473,2,5,26
833800,3,17,31
907581,5,17,35
611976,1,13,50
274746,1,18,33
945460,1,14,21
754902,5,17,19
669178,1,19,44
929663,4,1,24
659084,5,15,10
784773,1,15,23
160972,1,5,7
283029,3,12,44
731400,1,3,4
818574,4,12,47
969108,2,2,33
631626,3,20,30
684008,1,16,43
236823,3,3,27
447909,5,3,26
830243,3,4,46
950610,2,13,40
505950,5,17,21
46842,4,3,26
504431,1,9,33
387926,4,6,19
850621,4,12,21
174545,3,20,10
102690,1,18,30
41256,1,13,24
323977,5,13,50
55499,1,13,37
570449,2,7,16
909738,2,20,6
671681,4,5,35
631786,5,4,4
318604,1,13,13
574795,5,6,9
521104,3,5,24
227272,1,14,20
176486,3,17,23
393045,3,13,9
945813,4,6,22
235240,5,7,6
540960,2,20,12
958932,4,2,19
140934,3,14,6
436523,2,13,33
707996,5,19,9
221249,3,4,50
327773,4,8,38
525507,2,14,39
367657,1,5,48
687327,4,7,6
143952,3,9,10
257471,1,13,29
227266,2,5,5
444517,2,12,32
182527,3,2,3
112967,3,12,26
118606,3,3,22
539733,2,2,25
273634,2,19,27
636268,1,6,39
62791,3,5,9
418497,2,4,29
90252,5,7,22
852582,3,17,42
430040,3,19,31
975242,2,15,17
72014,4,4,44
898800,3,1,43
243006,2,15,30
622488,2,8,38
50892,4,16,6
560419,4,6,50
219496,4,7,1
602690,2,2,13
818776,2,8,37
252573,2,19,16
811040,3,1,39
780394,2,4,5
285765,4,3,48
209629,5,18,47
480817,1,16,34
286485,3,19,27
246076,4,14,49
697591,2,11,50
259820,1,3,8
291094,2,5,38
636627,3,14,29
317195,2,5,28
871996,1,15,17
296677,4,19,14
266529,2,11,42
272067,3,5,41
953319,1,15,1
925084,2,11,36
854859,2,6,28
862820,5,14,5
613498,1,5,35
62036,5,2,11
374923,2,13,13
656535,5,13,6
713932,4,17,4
678488,2,14,35
689614,1,1,27
555444,2,11,4
211281,1,12,47
81825,1,20,30
763071,5,4,48
725308,2,1,29
91784,3,18,50
694989,2,1,36
981135,2,10,34
80036,4,5,9
979133,5,7,17
363264,4,12,33
658002,3,9,16
231151,1,12,14
714890,2,19,50
194953,4,7,30
856777,2,17,42
338976,1,17,32
908909,1,14,16
275497,3,7,9
949649,4,11,47
415487,4,14,9
266991,5,18,43
764769,4,17,16
984062,4,4,43
463184,1,8,21
720423,2,6,43
454889,3,18,6
481138,5,19,13
90874,4,9,29
695499,2,17,37
162364,5,9,18
860711,2,8,12
921120,4,13,38
385168,3,18,29
821625,5,4,42
594414,4,4,18
315529,5,6,33
557705,3,7,38
62503,4,11,30
237504,2,20,33
484970,3,10,16
202869,1,17,46
802848,2,18,39
682866,3,15,35
947511,1,9,8
863378,3,19,3
525626,4,6,2
42252,4,8,43
823535,1,16,24
580586,4,13,27
810320,4,6,30
958075,2,3,49
210749,5,19,1
582582,1,1,33
107425,2,13,30
243729,2,3,5
466963,1,11,28
990926,4,16,4
204380,3,8,5
53796,4,16,20
720559,2,16,12
71738,5,6,26
241117,3,16,19
959811,2,12,13
273908,3,8,22
225036,4,13,42
436528,4,19,31
743418,5,17,42
869132,5,19,10
468011,5,11,46
630234,4,12,44
302542,4,18,7
310527,2,14,44
424177,3,7,24
528038,4,17,33
108054,3,8,34
349252,4,6,14
128774,2,5,49
405958,2,3,44
286771,4,19,32
453398,2,17,2
418349,3,9,16
347670,1,13,42
181322,5,11,47
118576,1,2,31
814438,2,13,37
834068,1,6,36
692260,4,8,4
532914,4,19,5
283983,5,11,38
92763,2,5,8
367582,5,19,16
308551,3,14,10
855819,4,18,13
283400,1,12,46
466592,2,12,12
169196,4,20,26
531895,3,4,35
583983,4,4,49
802736,2,8,27
55230,2,20,36
218488,2,3,3
503884,2,3,10
172871,1,15,33
849170,4,11,47
859563,5,6,45
243569,4,1,40
368078,3,19,40
327541,4,2,3
327672,2,8,32
601874,3,5,18
329318,4,19,22
819888,4,20,21
893516,5,3,16
253953,1,17,40
786862,4,6,22
152302,5,13,26
884118,4,13,33
469755,5,9,36
414192,1,4,4
150656,5,16,41
664118,1,10,39
978907,2,2,18
354552,1,20,48
196036,3,18,47
402672,2,3,9
412885,1,5,29
109248,2,17,31
723791,5,15,24
74057,5,9,12
483471,4,15,10
345074,4,15,42
768268,3,18,36
909603,2,12,48
352114,1,3,40
142303,2,16,33
839046,4,8,50
507061,5,1,45
458887,3,15,46
771347,5,2,32
813533,2,8,47
717189,2,1,29
106289,3,17,31
458006,5,8,7
417019,3,11,21
191925,5,7,1
785305,2,20,18
735924,3,6,10
266408,5,10,38
479043,3,8,26
927862,3,11,16
501315,2,20,47
793668,5,9,41
624841,5,13,39
916640,4,11,9
218856,4,14,5
570608,3,1,22
900919,4,15,28
453480,1,13,11
990893,3,17,2
76630,3,13,26
471877,2,20,23
902287,4,2,18
187011,5,20,30
990934,2,9,3
187995,1,16,19
744539,1,6,4
850153,2,2,15
788614,1,7,22
143730,5,1,39
232405,3,9,5
269286,1,11,45
860846,2,19,3
488355,5,17,41
77567,3,2,44
614630,1,9,16
68373,2,5,13
459625,4,19,29
730203,4,20,47
972587,2,3,36
327335,5,7,9
587914,4,12,35
763753,1,20,29
331869,5,20,32
527255,4,10,29
807099,1,1,28
855323,4,8,39
23407,1,19,29
73711,5,7,8
453726,2,18,20
976783,4,19,40
761930,4,20,16
251867,4,9,15
295172,1,17,47
697130,2,20,27
682873,1,14,39
601127,5,11,37
861565,4,18,38
922367,2,15,34
199069,2,10,10
672669,3,6,29
905837,2,15,47
241638,2,4,35
328235,1,15,21
911680,5,6,42
731668,2,17,36
109118,4,20,4
262151,3,8,16
470822,1,3,41
471203,5,3,13
455886,4,2,48
826486,4,12,18
724790,5,3,28
518259,1,4,23
127974,2,10,16
846908,2,7,12
406167,1,5,21
223999,5,6,29
587072,2,19,25
438773,1,10,4
439096,2,15,35
431204,2,10,24
742956,3,15,7
825108,1,8,18
873090,1,10,21
515903,2,5,8
62120,3,13,12
640118,1,9,19
679581,3,15,37
911569,3,7,27
240524,4,17,16
728322,3,3,26
405163,5,9,43
179308,3,19,27
346150,3,19,46
285069,4,14,28
877262,2,16,6
175170,2,13,30
609434,5,18,17
142549,5,10,27
204125,4,10,47
41166,1,12,39
573093,5,6,47
904202,2,15,24
210950,1,19,3
764710,5,5,45
545889,4,13,13
723784,4,14,19
65641,5,17,43
987811,1,4,7
901694,2,17,23
836387,5,8,39
112438,2,11,6
66930,4,8,7
127590,2,17,27
412418,3,3,11
328098,1,13,16
694545,4,19,8
944669,5,11,31
797030,2,4,5
792481,5,5,46
569193,4,10,29
747121,3,7,28
983243,4,17,22
628676,1,17,40
906330,3,1,12
665464,5,14,43
311240,5,1,29
46775,4,12,28
632873,2,9,38
352024,2,13,32
186359,2,15,47
694188,2,18,17
261968,5,4,49
124563,5,5,38
914976,4,1,34
936307,4,20,17
419215,3,15,1
25691,3,6,8
535932,5,3,34
163350,5,6,31
337125,1,6,9
814577,4,19,18
448844,1,4,1
870413,2,10,45
488567,4,6,17
641065,5,11,14
547103,3,4,22
321620,1,9,29
876747,5,20,49
648199,2,18,4
61488,3,4,9
318054,3,6,49
303014,3,18,21
807629,3,19,37
322873,3,1,30
857357,4,9,18
370178,2,5,9
377019,2,15,7
690736,4,11,10
187428,3,17,8
193023,2,19,35
387040,5,5,24
100871,1,1,32
352919,2,6,46
307128,2,17,18
494689,1,16,21
542409,3,7,19
834959,5,2,26
400846,5,4,31
430557,2,15,8
413245,1,9,15
524400,4,17,43
643690,3,6,14
965393,3,16,2
573965,3,7,10
914285,2,16,24
846379,3,20,18
53477,5,2,45
588005,4,5,4
785247,4,8,29
781526,3,15,6
352166,4,17,43
817978,1,18,22
491152,2,20,21
902364,4,8,19
47728,2,2,13
709721,5,11,34
665846,5,8,36
566429,3,14,2
940184,1,18,45
647211,2,12,22
798098,4,18,3
856349,2,15,24
630341,5,12,26
578456,4,8,18
411490,1,1,43
695101,5,18,42
532630,5,13,10
683370,4,6,41
80182,1,6,44
117197,5,1,44
962923,4,2,19
86783,5,11,28
456628,3,15,46
725988,3,19,8
390836,1,10,42
911211,1,6,47
857773,2,9,40
926549,2,19,10
694446,1,2,13
570336,3,3,43
673340,4,1,45
580546,5,6,41
316462,2,10,2
444328,2,14,1
819633,3,13,35
740259,4,5,49
458313,3,1,1
998401,4,3,27
335473,3,1,40
604483,5,6,48
37859,1,6,13
905197,2,19,24
793843,4,4,29
746303,2,12,5
489386,5,9,24
405335,4,11,4
308755,5,3,17
383307,4,16,41
790676,3,8,49
117575,2,13,33
497109,5,17,2
617522,2,3,12
910970,1,19,8
482532,4,1,1
905236,4,1,47
371010,1,2,17
607572,4,3,21
861523,5,1,30
948270,1,8,37
413950,1,4,26
39664,5,14,5
348210,5,1,39
171080,1,4,28
910812,5,16,12
21646,2,10,50
112251,4,2,32
140052,1,8,42
749413,3,7,35
790577,4,11,23
177961,2,3,7
255174,1,12,22
217336,3,7,18
787031,3,2,41
105004,1,13,26
364359,2,11,12
778587,5,17,48
858500,4,10,18
156843,3,16,20
965775,5,13,36
900834,5,16,18
106063,1,11,28
595489,3,9,38
667752,2,12,31
793631,2,9,38
941023,1,13,24
963860,1,10,47
928475,1,15,47
798740,5,17,46
173936,3,5,45
32756,5,16,34
233363,4,10,26
576919,3,12,35
180378,2,14,29
383371,5,3,39
223795,5,14,38
247034,4,10,7
177823,1,16,36
209126,3,10,23
767137,5,2,39
863963,3,15,2
919766,5,5,47
154663,1,18,35
176411,1,6,11
424174,3,4,32
306332,5,6,7
905180,2,12,43
408299,2,6,21
602992,1,11,39
528718,1,6,33
872828,2,10,49
602709,5,19,19
345894,3,19,27
526029,3,3,24
738486,1,7,48
527325,5,12,33
519237,4,3,47
115486,2,16,46
246692,2,3,32
799361,2,15,28
64488,5,9,35
234737,5,4,45
755091,3,7,4
739997,5,5,10
197169,5,4,3
955288,3,8,10
906746,5,4,47
842763,2,2,29
278746,1,5,50
886378,3,4,34
777709,4,20,49
502390,1,13,40
407731,3,19,8
729925,4,14,7
302456,4,4,30
117788,3,17,3
291151,5,5,28
255044,5,9,41
421715,5,18,36
491761,5,15,12
343338,4,15,11
26384,2,4,36
822976,2,14,42
848012,3,5,35
864827,5,18,47
705521,5,10,10
208166,3,19,13
439558,4,8,36
364256,3,14,39
126062,5,7,50
268071,5,12,41
148769,5,16,35
423363,1,9,22
153483,3,2,17
761005,3,9,49
841588,5,18,24
768519,3,8,12
282191,2,14,11
373769,4,11,33
33446,1,17,46
444903,4,20,31
417616,2,19,31
262297,5,15,23
743384,4,16,14
537370,2,19,45
997786,5,8,19
414351,4,3,27
995749,5,15,9
124867,5,16,35
126452,5,9,7
999251,4,18,17
711639,3,9,27
558492,4,15,7
575329,3,9,31
62486,2,14,8
44778,2,9,22
34862,5,1,18
729529,3,7,43
543971,4,9,11
583653,3,8,2
960168,5,17,11
415549,1,14,38
82737,4,13,1
186492,3,5,2
937723,4,9,29
450380,1,20,33
360383,4,6,26
631627,4,18,12
951553,5,3,49
711439,4,12,42
761830,3,11,1
33202,1,11,33
437889,3,11,9
516350,5,17,27
103257,1,16,6
31158,3,3,46
713545,5,12,4
514578,4,3,43
913197,1,14,39
908622,3,10,26
703141,1,5,2
106094,2,6,7
243501,1,17,42
126870,1,9,48
191846,4,11,17
161361,1,9,15
851130,3,6,31
77123,2,18,39
578964,5,12,3
959989,1,17,7
310862,4,14,21
599966,5,7,29
308269,3,9,38
448987,4,6,30
201036,2,2,3
146081,3,7,21
292545,1,5,1
983647,5,7,48
567196,1,16,19
698287,5,14,23
571243,5,12,14
372629,5,17,16
